Article ID,Article Title,User Name,Resolve?,Include,Search Engine,Exclusion stage,Reason for exclusion,Details of reason for exclusion if other,Article Topic: notes,Year of publication,Country of Primary Author,Study Location Name,Study Country,Study Location Coordinates (Decimal Degrees),Study length (years),Starting year of data collection,Number of study species,Species family,Species Latin Name(s),Conservation status(es),Sample size (individuals),Sample size (colonies),Sample size (other),Research Focus,Research Focus if other or additional details,Source of seabird location information.,Source of seabird location information if other,Tracking accuracy (m),Temporal resolution of tracking data, Type of remote sensing,Type of remote sensing if other,Repository (website) source of remotely sensed data,Satellite Source/Space Agency,Satellite platform for remote sensing data,Satellite sensor used,Satellite Product/Environmental Variables,Derived metrics,Non-SRS environmental variables ,Temporal Resolution of SRS (days),Spatial resolution of SRS (mxm),Satellite imagery processing/analysis software,Was satellite data verified? How?,Details of how satellite data was verified if Other,Do/How do authors account for or discuss temporal variation in environment?,Analytical method for linking movement and environment,Do the authors make or discuss specific predicted changes in seabird ecology,Link to policy or conservation,Additional notes,User Note,Title,Journal,Authors
10683997,Quantifying habitat use and preferences of pelagic seabirds using individual movement data: a review,hannah.1.wood,,FALSE,GS,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quantifying habitat use and preferences of pelagic seabirds using individual movement data: a review,Marine Ecology Progress Series,"Wakefield, Ewan D.; Phillips, Richard A.; Matthiopoulos, Jason"
10683998,From hotspots to site protection: Identifying Marine Protected Areas for seabirds around the globe,hannah.1.wood,,FALSE,GS, Main Body, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From hotspots to site protection: Identifying Marine Protected Areas for seabirds around the globe,Biological Conservation,"Lascelles, Ben G.; Langham, Gary M.; Ronconi, Robert A.; Reid, James B."
10683999,Do individual seabirds specialize in fisheries' waste? The case of black‐browed albatrosses foraging over the P atagonian S helf,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do individual seabirds specialize in fisheries' waste? The case of black‐browed albatrosses foraging over the P atagonian S helf,Animal Conservation,"Granadeiro, José Pedro; Brickle, Paul; Catry, Paulo"
10684000,Environmental predictors of seabird wrecks in a tropical coastal area,hannah.1.wood,,TRUE,GS,,,,,2016,Brazil,Southeastern Brazilian coast,Brazil,"-20,",4,2010,4,,Sula leucogaster;;;Thalasseus acuflavidus;;;Larus dominicanus;;;Fregata magnificens,,,,11 sites, Other,Environmental predictors/explanations for seabird strandings, Land-based survey,,,, Satellite,,NOAAEnvironmentalResearchDivision’sDataAccessProtocol—ERDDAP(freelyavailableathttp://coastwatch.pfeg.noaa.gov/erdda;;;GlobalWaveModel(WaveWatchIII),NOAA,wind and currents: Metop-A(meteorologicaloperationalsatelliteprogramme,wind and currents: microwaveadvancedscatterometer(ASCAT);;;chl and sst: ModerateResolutionImagingSpectroradiometer(MODIS),wave height and period;;;windsandcurrentszonalandmeridionalcomponent (wind speed and direction);;;sea surface temperature;;;Diffuse Attenuation Coefficient at the 490nmwavelength;;;chlorophyll a concentration,,"water depth from 1 arc-minuteglobalreliefmodel(ETOPO1);;;upwellingintensityusingtheupwellingindex(UI)basedontheEkman’stheoryofmasstransportofsurfacewatercausedbywindstressandtheCoriolisforce;;;waveheight,waveperiodandriveroutflowasmetricsforstormintensityandadverseweatherconditions;;;monthly volume of oil spills;;;Distancefrombreedingislands",1,"30,000 diameter",AllthestatisticalanalyseswerecarriedoutusingtheR software(version3.0.2, Not Included,,,"Weexaminedthemostimportantvariablesthataffectthestrandingeventsofthefourstud-iedseabirdspeciesusingGeneralizedLinearMixedModels(GLMMs);;;WefittedmodelsusingtheGauss-HermiteQuadraturetoestimateparameters.Foreachspecies,wefittedatleast10predictivemodelsstep-by-step,reducingfroma fullmodelinclud-ingallpredictorvariables[68].ModelselectionwasbasedonAkaike’sinformationcriterion–AICccorrectedforsmallsamplesize;;;Weevalu-atedthepredictiveperformanceoftheaveragedmodelsusingtheareaundertheReceiverOperatingCharacteristic(ROC)curves(AUC);;;WealsocomputedtheimportanceofeachvariableinfluencingseabirdstrandingsasthesumoftheAkaikeweightsina setofmodelsrandomlygeneratedfromthefullmodel[71].Modelswithlargerweightsbetterapproximatethedata[71].Thus,wecomputedtheimpor-tancebysummingweightsonlyatthe95%confidencesetofmodelsrankedfromthelargesttothesmallestweights[74].WeperformedStructuralEquationModeling(SEM)[75]inordertoconfirmtheresultsobtainedwiththeGeneralizedLinearMixedModels.Thismethodis suitabletoexaminecausalrelationshipsofdirectandindirecteffectsofpredictoronresponsevariables[76].Inaddition,SEMallowsfortheestimationofcompositevariablesnotdirectlymeasuredinthestudy(alsocalledlatentvariables),byincludingtwoormoreobservedvariable","Thepresentstudydemonstratedthatthreeoutfourofthestudiedspeciesaresensitivetoextremeclimateconditionssuchasadverseweather(i.e.tropicalstorms),whichareexpectedtoincreaseinfrequencyandintensityinthenextdecades",,,,Environmental predictors of seabird wrecks in a tropical coastal area,PloS one,"Tavares, Davi Castro; Fulgencio de Moura, Jailson; Siciliano, Salvatore"
10684001,Comparison of five modelling techniques to predict the spatial distribution and abundance of seabirds,hannah.1.wood,,TRUE,GS,,,,,2012,UK,western Iberian Peninsula,Portugal and Spain,"39.00 , -8.00",6,2004,1,,Puffinus mauretanicus,,5737,,, Other,At-sea distribution, At-sea survey,,300m,5min, Satellite,,"www.ngdc.noaa.gov/mgg/gdas/gd_designagrid.html?dbase=GRDET2)  non remotely sensed;;;’s BloomWatch data portal(http://coastwatch.pfel.noaa.gov/coastwatch/CWBrowserWW360.jsp),",NOAA,Aqua;;;Pathfinder,modis;;;AVHRR,sea surface temperature;;;sea surface height;;;chlorophyll a concentration,"Composite front metrics (density of ocean fronts, and mean distance to nearest major ocean front);;;temporal change in SST;;;temporal change in CHL;;;SST anomaly;;;SST gradient;;;CHL gradient;;;SSH deviation",distance to coast;;;bathymetry gradient;;;mean bathymetry;;;latitude and longitude,30,16km squared,R 2.13.0,,,", 2009). To account for these productivity time lagswe integrated SST, CHL, and SSH over a period of three months priorto eacseason. To account for annual anomalies, we in-cluded the SST anomaly for each season, calculated as the differencebetween the average value for a given season and year and the aver-age for that season over a 20-year period in that grid cell","We included all environmental predictor variables in each ofthe modelling approaches. Because inclusion of a large number ofvariables may lead to over fitting in parametric models, we re-duced GLM complexity by sequentially eliminating variables froma full model with all predictors until a minimum AIC was reached;;;odels, we compared five different model-ling techniques (for detailed information comparing these methodsseeElith et al., 2006; Hegel et al., 2010; Prasad et al., 2006): gener-alised linear models (GLM;McCullagh and Nelder, 1989), general-ised additive models (GAM;Hastie et al., 2001; Wood andAugustin, 2002), and three machine-learning approaches: RandomForest (RF;Breiman, 2001; Cutler et al., 2007), boosted regression trees (BRT;Elith et al., 2008; Friedman, 2002), and maximum en-tropy (Maxent;Elith et al., 2011; Phillips et al., 2006; Phillips andDudik;;;We also estimated probability of presence based on an ensem-ble of all models, as such predictions are often more robust thanpredictions derived from a single m",,"identified an area around Porto not previously identified as an IBA. 2007). Our results confirmthe high importance of the IBAs ‘Figueira da Foz’, ‘Berlengas’ and‘Rías Baixas’ (Fig. 1), but suggest that in addition the near-shorewaters around Porto are re",,,Comparison of five modelling techniques to predict the spatial distribution and abundance of seabirds,Biological Conservation,"Oppel, Steffen; Meirinho, Ana; Ramírez, Iván; Gardner, Beth; O’Connell, Allan F.; Miller, Peter I.; Louzao, Maite"
10684002,Waterproof airflow sensor for seabird bio-logging using a highly sensitive differential pressure sensor and nano-hole array,hannah.1.wood,,FALSE,GS,Title/Abstract, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waterproof airflow sensor for seabird bio-logging using a highly sensitive differential pressure sensor and nano-hole array,Sensors and Actuators A: Physical,"Takahashi, Hideotoshi; Nakai, Akihito; Shimoyama, Isao"
10684003,"Advantages and limitations of ocean color remote sensing in CDOM-dominated, mineral-rich coastal and estuarine waters",hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Advantages and limitations of ocean color remote sensing in CDOM-dominated, mineral-rich coastal and estuarine waters",Remote Sensing of Environment,"Aurin, Dirk A.; Dierssen, Heidi M."
10684004,An experimental study measuring the effects of a tarsus-mounted tracking device on the behaviour of a small pursuit-diving seabird,hannah.1.wood,,FALSE,GS,Title/Abstract, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An experimental study measuring the effects of a tarsus-mounted tracking device on the behaviour of a small pursuit-diving seabird,Behaviour,"Robinson, Jill L.; Jones, Ian Lawrence"
10684005,California seabird ecology study. Volume 1. Feeding ecology of California nesting seabirds. Final report,hannah.1.wood,,FALSE,GS, Main Body, Unpublished,Technical Report not peer-reviewed article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California seabird ecology study. Volume 1. Feeding ecology of California nesting seabirds. Final report,,"Tyler, W. B.; Spear, L. B.; Ferris, L. A.; Briggs, K. T.; Ainley, D. G."
10684006,High definition imagery for surveying seabirds and marine mammals: a review of recent trials and development of protocols,hannah.1.wood,,FALSE,GS,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High definition imagery for surveying seabirds and marine mammals: a review of recent trials and development of protocols,,"Thaxter, Chris B.; Burton, Niall HK"
10684007,Impacts of a recurrent resuspension event and variable phytoplankton community composition on remote sensing reflectance,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impacts of a recurrent resuspension event and variable phytoplankton community composition on remote sensing reflectance,Journal of Geophysical Research: Oceans,"Bergmann, Trisha; Fahnenstiel, Gary; Lohrenz, Steven; Millie, David; Schofield, Oscar"
10684008,Seasonal spatial patterns in seabird and marine mammal distribution in the eastern Chukchi and western Beaufort seas: Identifying biologically important pelagic areas,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seasonal spatial patterns in seabird and marine mammal distribution in the eastern Chukchi and western Beaufort seas: Identifying biologically important pelagic areas,Progress in Oceanography,"Kuletz, Kathy J.; Ferguson, Megan C.; Hurley, Brendan; Gall, Adrian E.; Labunski, Elizabeth A.; Morgan, Tawna C."
10684009,Estimating dissolved organic carbon inventories in the East China Sea using remote‐sensing data,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimating dissolved organic carbon inventories in the East China Sea using remote‐sensing data,Journal of Geophysical Research: Oceans,"Liu, Qiong; Pan, Delu; Bai, Yan; Wu, Kai; Chen, Chen-Tung Authur; Liu, Zhiliang; Zhang, Lin"
10684010,Seabird species vary in behavioural response to drone census,hannah.1.wood,,TRUE,GS,,,,,2017,Canada,Coats Island and Digges Island,Canada,"62.95, -82.02",1,2016,3,,Larus hyperboreus;;;Larus glaucoides;;;Uria aalge;;;Uria lomvia,,>960,,16 plots, Abundance/Population Estimates,Seabird reaction to drones and comparison for counts of breeding pairs to ground surveys, Aerial survey,,,6 hour, UAV,,,,"Phantom IV (DJI, Shenzhen, China)",Panasonic fz-1000;;;in-built 12 M pixel camera (20 mm lens).,Images,Nest failure,,0.25 (every 6 hours),,, In situ measurements,ground counts,,,,Gives guidlines for flying UAVs around seabirds without causing disturbance,,,Seabird species vary in behavioural response to drone census,Scientific reports,"Brisson-Curadeau, Émile; Bird, David; Burke, Chantelle; Fifield, David A.; Pace, Paul; Sherley, Richard B.; Elliott, Kyle H."
10684011,Remote sensing image data and automated analysis to describe marine bird distributions and abundances,hannah.1.wood,,FALSE,GS,Title/Abstract, Duplicate with Scopus,and WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote sensing image data and automated analysis to describe marine bird distributions and abundances,Ecological Informatics,"Groom, Geoff; Stjernholm, Michael; Nielsen, Rasmus Due; Fleetwood, Andrew; Petersen, Ib Krag"
10684012,On the front line: Frontal zones as priority at‐sea conservation areas for mobile marine vertebrates,hannah.1.wood,,FALSE,GS,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On the front line: Frontal zones as priority at‐sea conservation areas for mobile marine vertebrates,Journal of Applied Ecology,"Scales, Kylie L.; Miller, Peter I.; Hawkes, Lucy A.; Ingram, Simon N.; Sims, David W.; Votier, Stephen C."
10684013,"Threat of plastic pollution to seabirds is global, pervasive, and increasing",hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Threat of plastic pollution to seabirds is global, pervasive, and increasing",Proceedings of the National Academy of Sciences,"Wilcox, Chris; Van Sebille, Erik; Hardesty, Britta Denise"
10684014,"Development of a field test environment for the validation of coastal remote sensing algorithms: Enrique Reef, Puerto Rico",hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Development of a field test environment for the validation of coastal remote sensing algorithms: Enrique Reef, Puerto Rico",,"Goodman, James A.; Vélez-Reyes, Miguel; Hunt, Shawn; Armstrong, Roy"
10684015,A remote sensing analysis of Adélie penguin rookeries,hannah.1.wood,,FALSE,GS,Title/Abstract, Other: describe below,methods paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A remote sensing analysis of Adélie penguin rookeries,Remote sensing of environment,"Schwaller, Mathew R.; Olson Jr, Charles E.; Ma, Zhenqui; Zhu, Zhiliang; Dahmer, Paul"
10684016,"Approaches to monitoring, control and management of harmful algal blooms (HABs)",hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Approaches to monitoring, control and management of harmful algal blooms (HABs)",Ocean & coastal management,"Anderson, Donald M."
10684017,Aerial surveys of seabirds: the advent of digital methods,hannah.1.wood,,FALSE,GS,Title/Abstract, Other: describe below,methodological review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial surveys of seabirds: the advent of digital methods,Journal of Applied Ecology,"Buckland, Stephen T.; Burt, M. Louise; Rexstad, Eric A.; Mellor, Matt; Williams, Adrian E.; Woodward, Rebecca"
10684018,Factors controlling the distribution of seabirds: Winter‐summer heterogeneity in the distribution of Adélie penguin populations,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Factors controlling the distribution of seabirds: Winter‐summer heterogeneity in the distribution of Adélie penguin populations,Foundations for ecological research west of the Antarctic Peninsula,"Fraser, William R.; Trivelpiece, Wayne Z."
10684019,Assessing the location and stability of foraging hotspots for pelagic seabirds: an approach to identify marine Important Bird Areas (IBAs) in Spain,hannah.1.wood,,FALSE,GS,Title/Abstract, Duplicate with WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assessing the location and stability of foraging hotspots for pelagic seabirds: an approach to identify marine Important Bird Areas (IBAs) in Spain,Biological conservation,"Arcos, José Manuel; Bécares, Juan; Villero, Dani; Brotons, Lluís; Rodríguez, Beneharo; Ruiz, Asunción"
10684020,Remote sensing of optical characteristics and particle distributions of the upper ocean using shipboard lidar,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote sensing of optical characteristics and particle distributions of the upper ocean using shipboard lidar,Remote Sensing of Environment,"Collister, Brian L.; Zimmerman, Richard C.; Sukenik, Charles I.; Hill, Victoria J.; Balch, William M."
10684021,Challenges in seabird by‐catch mitigation,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Challenges in seabird by‐catch mitigation,Animal Conservation,"Favero, Marco; Seco Pon, Juan Pablo"
10684022,Comparison of above-water Seabird and TriOS radiometers along an Atlantic Meridional Transect,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comparison of above-water Seabird and TriOS radiometers along an Atlantic Meridional Transect,Remote Sensing,"Alikas, Krista; Vabson, Viktor; Ansko, Ilmar; Tilstone, Gavin H.; Dall'Olmo, Giorgio; Nencioli, Francesco; Vendt, Riho; Donlon, Craig; Casal, Tania"
10684023,Remote sensing of vegetation cover change in islands of the Kerguelen archipelago,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote sensing of vegetation cover change in islands of the Kerguelen archipelago,Polar Biology,"Robin, Marc; Chapuis, Jean-Louis; Lebouvier, Marc"
10684024,Primary producer and seabird associations with AVHRR-derived sea surface temperatures and gradients in the southeastern Gulf of Alaska,hannah.1.wood,,FALSE,GS,Title/Abstract, Duplicate with WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary producer and seabird associations with AVHRR-derived sea surface temperatures and gradients in the southeastern Gulf of Alaska,Deep Sea Research Part II: Topical Studies in Oceanography,"O’Hara, P. D.; Morgan, K. H.; Sydeman, W. J."
